Datetime,Open,High,Low,Close,Adj Close,Volume,VWAP
2022-08-08 09:30:00-04:00,166.3699951171875,166.6999969482422,165.89999389648438,166.41000366210938,166.41000366210938,2842862,166.33666483561197
2022-08-08 09:31:00-04:00,166.4149932861328,166.9250030517578,166.3699951171875,166.91000366210938,166.91000366210938,426144,166.3885914458386
2022-08-08 09:32:00-04:00,166.89700317382812,167.24000549316406,166.860107421875,167.1300048828125,167.1300048828125,537709,166.48578951624086
2022-08-08 09:33:00-04:00,167.1374053955078,167.3282928466797,167.0399932861328,167.14999389648438,167.14999389648438,328049,166.98838249252879
2022-08-08 09:34:00-04:00,167.13999938964844,167.17999267578125,166.72000122070312,166.75999450683594,166.75999450683594,300076,167.05481864954203
2022-08-08 09:35:00-04:00,166.75,166.93789672851562,166.4615936279297,166.47999572753906,166.47999572753906,290560,166.90653865833886
2022-08-08 09:36:00-04:00,166.47000122070312,166.6199951171875,166.38999938964844,166.46090698242188,166.46090698242188,291643,166.6699620262634
2022-08-08 09:37:00-04:00,166.47000122070312,166.5,166.2100067138672,166.3988037109375,166.3988037109375,241283,166.50299122888237
2022-08-08 09:38:00-04:00,166.38999938964844,166.38999938964844,166.11000061035156,166.33999633789062,166.33999633789062,236722,166.38777936660998
2022-08-08 09:39:00-04:00,166.30999755859375,166.69000244140625,166.3000030517578,166.61199951171875,166.61199951171875,297981,166.40539810949608
2022-08-08 09:40:00-04:00,166.6300048828125,166.86380004882812,166.6300048828125,166.85000610351562,166.85000610351562,278669,166.54479383103677
2022-08-08 09:41:00-04:00,166.85000610351562,166.8572998046875,166.6699981689453,166.75999450683594,166.75999450683594,215194,166.68310010084392
2022-08-08 09:42:00-04:00,166.75999450683594,167.11000061035156,166.75999450683594,167.04820251464844,167.04820251464844,279548,166.8452320982343
2022-08-08 09:43:00-04:00,167.05999755859375,167.17999267578125,166.97999572753906,167.17999267578125,167.17999267578125,267386,166.9626782335964
2022-08-08 09:44:00-04:00,167.19000244140625,167.5800018310547,167.17999267578125,167.55999755859375,167.55999755859375,495462,167.23089254663392
2022-08-08 09:45:00-04:00,167.56500244140625,167.69000244140625,167.3800048828125,167.46359252929688,167.46359252929688,528364,167.4014861082821
2022-08-08 09:46:00-04:00,167.46499633789062,167.57000732421875,167.35000610351562,167.3800048828125,167.3800048828125,179865,167.47025708290897
2022-08-08 09:47:00-04:00,167.375,167.3800048828125,167.0500030517578,167.10000610351562,167.10000610351562,211395,167.4190731081437
2022-08-08 09:48:00-04:00,167.11000061035156,167.1999969482422,166.9600067138672,167.13999938964844,167.13999938964844,180921,167.23311211145585
2022-08-08 09:49:00-04:00,167.14999389648438,167.2198944091797,167.08999633789062,167.1094970703125,167.1094970703125,166540,167.1408615796169
2022-08-08 09:50:00-04:00,167.10000610351562,167.5800018310547,166.97999572753906,167.5800018310547,167.5800018310547,276885,167.23478991362524
2022-08-08 09:51:00-04:00,167.58999633789062,167.75,167.5399932861328,167.72000122070312,167.72000122070312,338185,167.45429458442788
2022-08-08 09:52:00-04:00,167.72109985351562,167.72500610351562,167.58999633789062,167.6999969482422,167.6999969482422,254026,167.57809530755787
2022-08-08 09:53:00-04:00,167.6999969482422,167.77999877929688,167.6199951171875,167.66290283203125,167.66290283203125,306605,167.67648501980966
2022-08-08 09:54:00-04:00,167.6428985595703,167.75,167.47999572753906,167.5998992919922,167.5998992919922,225452,167.66019753569057
2022-08-08 09:55:00-04:00,167.59800720214844,167.64999389648438,167.4510040283203,167.5,167.5,178260,167.62434182365786
2022-08-08 09:56:00-04:00,167.49000549316406,167.52999877929688,167.36000061035156,167.38499450683594,167.38499450683594,138312,167.53767258634892
2022-08-08 09:57:00-04:00,167.3881072998047,167.5489959716797,167.35000610351562,167.49789428710938,167.49789428710938,180216,167.47873131712475
2022-08-08 09:58:00-04:00,167.5,167.5800018310547,167.3300018310547,167.35650634765625,167.35650634765625,211015,167.43769982818543
2022-08-08 09:59:00-04:00,167.3699951171875,167.47999572753906,167.1800994873047,167.47999572753906,167.47999572753906,217331,167.41999160268455
2022-08-08 10:00:00-04:00,167.4600067138672,167.5399932861328,167.36000061035156,167.49000549316406,167.49000549316406,4465445,167.45785878056626
2022-08-08 10:01:00-04:00,167.5,167.63999938964844,167.3699951171875,167.61000061035156,167.61000061035156,193497,167.46266257886558
2022-08-08 10:02:00-04:00,167.63999938964844,167.80999755859375,167.63499450683594,167.77000427246094,167.77000427246094,4338142,167.59757875118015
2022-08-08 10:03:00-04:00,167.77000427246094,167.77000427246094,167.42999267578125,167.45790100097656,167.45790100097656,208710,167.72206024770338
2022-08-08 10:04:00-04:00,167.44000244140625,167.4600067138672,167.30999755859375,167.30999755859375,167.30999755859375,122538,167.72010332460306
2022-08-08 10:05:00-04:00,167.31500244140625,167.47900390625,167.25999450683594,167.38999938964844,167.38999938964844,171234,167.44557745690966
2022-08-08 10:06:00-04:00,167.4199981689453,167.47000122070312,167.22000122070312,167.36509704589844,167.36509704589844,232896,167.3616399226347
2022-08-08 10:07:00-04:00,167.3699951171875,167.3800048828125,167.10000610351562,167.10989379882812,167.10989379882812,168527,167.31343145121585
2022-08-08 10:08:00-04:00,167.1199951171875,167.27999877929688,167.10000610351562,167.27999877929688,167.27999877929688,131667,167.2701507788568
2022-08-08 10:09:00-04:00,167.27999877929688,167.39999389648438,167.24000549316406,167.3800048828125,167.3800048828125,124778,167.24596889443393
2022-08-08 10:10:00-04:00,167.38999938964844,167.39999389648438,167.17999267578125,167.2783966064453,167.2783966064453,131946,167.2810183742554
2022-08-08 10:11:00-04:00,167.28900146484375,167.36000061035156,167.16000366210938,167.1929931640625,167.1929931640625,100305,167.2913409721879
